index,audio,annotation,txt,targets,num_events
170,soundscape_00170/soundscape_00170.wav,soundscape_00170/soundscape_00170.jams,soundscape_00170/soundscape_00170.txt,soundscape_00170/soundscape_00170_targets.json,9
171,soundscape_00171/soundscape_00171.wav,soundscape_00171/soundscape_00171.jams,soundscape_00171/soundscape_00171.txt,soundscape_00171/soundscape_00171_targets.json,9
172,soundscape_00172/soundscape_00172.wav,soundscape_00172/soundscape_00172.jams,soundscape_00172/soundscape_00172.txt,soundscape_00172/soundscape_00172_targets.json,7
173,soundscape_00173/soundscape_00173.wav,soundscape_00173/soundscape_00173.jams,soundscape_00173/soundscape_00173.txt,soundscape_00173/soundscape_00173_targets.json,9
174,soundscape_00174/soundscape_00174.wav,soundscape_00174/soundscape_00174.jams,soundscape_00174/soundscape_00174.txt,soundscape_00174/soundscape_00174_targets.json,7
175,soundscape_00175/soundscape_00175.wav,soundscape_00175/soundscape_00175.jams,soundscape_00175/soundscape_00175.txt,soundscape_00175/soundscape_00175_targets.json,9
176,soundscape_00176/soundscape_00176.wav,soundscape_00176/soundscape_00176.jams,soundscape_00176/soundscape_00176.txt,soundscape_00176/soundscape_00176_targets.json,6
177,soundscape_00177/soundscape_00177.wav,soundscape_00177/soundscape_00177.jams,soundscape_00177/soundscape_00177.txt,soundscape_00177/soundscape_00177_targets.json,9
178,soundscape_00178/soundscape_00178.wav,soundscape_00178/soundscape_00178.jams,soundscape_00178/soundscape_00178.txt,soundscape_00178/soundscape_00178_targets.json,8
179,soundscape_00179/soundscape_00179.wav,soundscape_00179/soundscape_00179.jams,soundscape_00179/soundscape_00179.txt,soundscape_00179/soundscape_00179_targets.json,10
180,soundscape_00180/soundscape_00180.wav,soundscape_00180/soundscape_00180.jams,soundscape_00180/soundscape_00180.txt,soundscape_00180/soundscape_00180_targets.json,6
181,soundscape_00181/soundscape_00181.wav,soundscape_00181/soundscape_00181.jams,soundscape_00181/soundscape_00181.txt,soundscape_00181/soundscape_00181_targets.json,9
182,soundscape_00182/soundscape_00182.wav,soundscape_00182/soundscape_00182.jams,soundscape_00182/soundscape_00182.txt,soundscape_00182/soundscape_00182_targets.json,9
183,soundscape_00183/soundscape_00183.wav,soundscape_00183/soundscape_00183.jams,soundscape_00183/soundscape_00183.txt,soundscape_00183/soundscape_00183_targets.json,10
184,soundscape_00184/soundscape_00184.wav,soundscape_00184/soundscape_00184.jams,soundscape_00184/soundscape_00184.txt,soundscape_00184/soundscape_00184_targets.json,7
185,soundscape_00185/soundscape_00185.wav,soundscape_00185/soundscape_00185.jams,soundscape_00185/soundscape_00185.txt,soundscape_00185/soundscape_00185_targets.json,6
186,soundscape_00186/soundscape_00186.wav,soundscape_00186/soundscape_00186.jams,soundscape_00186/soundscape_00186.txt,soundscape_00186/soundscape_00186_targets.json,5
187,soundscape_00187/soundscape_00187.wav,soundscape_00187/soundscape_00187.jams,soundscape_00187/soundscape_00187.txt,soundscape_00187/soundscape_00187_targets.json,8
188,soundscape_00188/soundscape_00188.wav,soundscape_00188/soundscape_00188.jams,soundscape_00188/soundscape_00188.txt,soundscape_00188/soundscape_00188_targets.json,7
189,soundscape_00189/soundscape_00189.wav,soundscape_00189/soundscape_00189.jams,soundscape_00189/soundscape_00189.txt,soundscape_00189/soundscape_00189_targets.json,7
190,soundscape_00190/soundscape_00190.wav,soundscape_00190/soundscape_00190.jams,soundscape_00190/soundscape_00190.txt,soundscape_00190/soundscape_00190_targets.json,6
191,soundscape_00191/soundscape_00191.wav,soundscape_00191/soundscape_00191.jams,soundscape_00191/soundscape_00191.txt,soundscape_00191/soundscape_00191_targets.json,5
192,soundscape_00192/soundscape_00192.wav,soundscape_00192/soundscape_00192.jams,soundscape_00192/soundscape_00192.txt,soundscape_00192/soundscape_00192_targets.json,9
193,soundscape_00193/soundscape_00193.wav,soundscape_00193/soundscape_00193.jams,soundscape_00193/soundscape_00193.txt,soundscape_00193/soundscape_00193_targets.json,8
194,soundscape_00194/soundscape_00194.wav,soundscape_00194/soundscape_00194.jams,soundscape_00194/soundscape_00194.txt,soundscape_00194/soundscape_00194_targets.json,10
195,soundscape_00195/soundscape_00195.wav,soundscape_00195/soundscape_00195.jams,soundscape_00195/soundscape_00195.txt,soundscape_00195/soundscape_00195_targets.json,6
196,soundscape_00196/soundscape_00196.wav,soundscape_00196/soundscape_00196.jams,soundscape_00196/soundscape_00196.txt,soundscape_00196/soundscape_00196_targets.json,6
197,soundscape_00197/soundscape_00197.wav,soundscape_00197/soundscape_00197.jams,soundscape_00197/soundscape_00197.txt,soundscape_00197/soundscape_00197_targets.json,10
198,soundscape_00198/soundscape_00198.wav,soundscape_00198/soundscape_00198.jams,soundscape_00198/soundscape_00198.txt,soundscape_00198/soundscape_00198_targets.json,7
199,soundscape_00199/soundscape_00199.wav,soundscape_00199/soundscape_00199.jams,soundscape_00199/soundscape_00199.txt,soundscape_00199/soundscape_00199_targets.json,7
200,soundscape_00200/soundscape_00200.wav,soundscape_00200/soundscape_00200.jams,soundscape_00200/soundscape_00200.txt,soundscape_00200/soundscape_00200_targets.json,5
201,soundscape_00201/soundscape_00201.wav,soundscape_00201/soundscape_00201.jams,soundscape_00201/soundscape_00201.txt,soundscape_00201/soundscape_00201_targets.json,6
202,soundscape_00202/soundscape_00202.wav,soundscape_00202/soundscape_00202.jams,soundscape_00202/soundscape_00202.txt,soundscape_00202/soundscape_00202_targets.json,6
203,soundscape_00203/soundscape_00203.wav,soundscape_00203/soundscape_00203.jams,soundscape_00203/soundscape_00203.txt,soundscape_00203/soundscape_00203_targets.json,6
204,soundscape_00204/soundscape_00204.wav,soundscape_00204/soundscape_00204.jams,soundscape_00204/soundscape_00204.txt,soundscape_00204/soundscape_00204_targets.json,9
205,soundscape_00205/soundscape_00205.wav,soundscape_00205/soundscape_00205.jams,soundscape_00205/soundscape_00205.txt,soundscape_00205/soundscape_00205_targets.json,8
206,soundscape_00206/soundscape_00206.wav,soundscape_00206/soundscape_00206.jams,soundscape_00206/soundscape_00206.txt,soundscape_00206/soundscape_00206_targets.json,8
207,soundscape_00207/soundscape_00207.wav,soundscape_00207/soundscape_00207.jams,soundscape_00207/soundscape_00207.txt,soundscape_00207/soundscape_00207_targets.json,5
208,soundscape_00208/soundscape_00208.wav,soundscape_00208/soundscape_00208.jams,soundscape_00208/soundscape_00208.txt,soundscape_00208/soundscape_00208_targets.json,10
209,soundscape_00209/soundscape_00209.wav,soundscape_00209/soundscape_00209.jams,soundscape_00209/soundscape_00209.txt,soundscape_00209/soundscape_00209_targets.json,9
210,soundscape_00210/soundscape_00210.wav,soundscape_00210/soundscape_00210.jams,soundscape_00210/soundscape_00210.txt,soundscape_00210/soundscape_00210_targets.json,6
211,soundscape_00211/soundscape_00211.wav,soundscape_00211/soundscape_00211.jams,soundscape_00211/soundscape_00211.txt,soundscape_00211/soundscape_00211_targets.json,5
212,soundscape_00212/soundscape_00212.wav,soundscape_00212/soundscape_00212.jams,soundscape_00212/soundscape_00212.txt,soundscape_00212/soundscape_00212_targets.json,5
213,soundscape_00213/soundscape_00213.wav,soundscape_00213/soundscape_00213.jams,soundscape_00213/soundscape_00213.txt,soundscape_00213/soundscape_00213_targets.json,6
214,soundscape_00214/soundscape_00214.wav,soundscape_00214/soundscape_00214.jams,soundscape_00214/soundscape_00214.txt,soundscape_00214/soundscape_00214_targets.json,5
215,soundscape_00215/soundscape_00215.wav,soundscape_00215/soundscape_00215.jams,soundscape_00215/soundscape_00215.txt,soundscape_00215/soundscape_00215_targets.json,10
216,soundscape_00216/soundscape_00216.wav,soundscape_00216/soundscape_00216.jams,soundscape_00216/soundscape_00216.txt,soundscape_00216/soundscape_00216_targets.json,10
217,soundscape_00217/soundscape_00217.wav,soundscape_00217/soundscape_00217.jams,soundscape_00217/soundscape_00217.txt,soundscape_00217/soundscape_00217_targets.json,9
218,soundscape_00218/soundscape_00218.wav,soundscape_00218/soundscape_00218.jams,soundscape_00218/soundscape_00218.txt,soundscape_00218/soundscape_00218_targets.json,8
219,soundscape_00219/soundscape_00219.wav,soundscape_00219/soundscape_00219.jams,soundscape_00219/soundscape_00219.txt,soundscape_00219/soundscape_00219_targets.json,5
220,soundscape_00220/soundscape_00220.wav,soundscape_00220/soundscape_00220.jams,soundscape_00220/soundscape_00220.txt,soundscape_00220/soundscape_00220_targets.json,9
221,soundscape_00221/soundscape_00221.wav,soundscape_00221/soundscape_00221.jams,soundscape_00221/soundscape_00221.txt,soundscape_00221/soundscape_00221_targets.json,7
222,soundscape_00222/soundscape_00222.wav,soundscape_00222/soundscape_00222.jams,soundscape_00222/soundscape_00222.txt,soundscape_00222/soundscape_00222_targets.json,7
223,soundscape_00223/soundscape_00223.wav,soundscape_00223/soundscape_00223.jams,soundscape_00223/soundscape_00223.txt,soundscape_00223/soundscape_00223_targets.json,7
224,soundscape_00224/soundscape_00224.wav,soundscape_00224/soundscape_00224.jams,soundscape_00224/soundscape_00224.txt,soundscape_00224/soundscape_00224_targets.json,9
225,soundscape_00225/soundscape_00225.wav,soundscape_00225/soundscape_00225.jams,soundscape_00225/soundscape_00225.txt,soundscape_00225/soundscape_00225_targets.json,10
226,soundscape_00226/soundscape_00226.wav,soundscape_00226/soundscape_00226.jams,soundscape_00226/soundscape_00226.txt,soundscape_00226/soundscape_00226_targets.json,10
227,soundscape_00227/soundscape_00227.wav,soundscape_00227/soundscape_00227.jams,soundscape_00227/soundscape_00227.txt,soundscape_00227/soundscape_00227_targets.json,7
228,soundscape_00228/soundscape_00228.wav,soundscape_00228/soundscape_00228.jams,soundscape_00228/soundscape_00228.txt,soundscape_00228/soundscape_00228_targets.json,8
229,soundscape_00229/soundscape_00229.wav,soundscape_00229/soundscape_00229.jams,soundscape_00229/soundscape_00229.txt,soundscape_00229/soundscape_00229_targets.json,8
230,soundscape_00230/soundscape_00230.wav,soundscape_00230/soundscape_00230.jams,soundscape_00230/soundscape_00230.txt,soundscape_00230/soundscape_00230_targets.json,8
231,soundscape_00231/soundscape_00231.wav,soundscape_00231/soundscape_00231.jams,soundscape_00231/soundscape_00231.txt,soundscape_00231/soundscape_00231_targets.json,6
232,soundscape_00232/soundscape_00232.wav,soundscape_00232/soundscape_00232.jams,soundscape_00232/soundscape_00232.txt,soundscape_00232/soundscape_00232_targets.json,8
233,soundscape_00233/soundscape_00233.wav,soundscape_00233/soundscape_00233.jams,soundscape_00233/soundscape_00233.txt,soundscape_00233/soundscape_00233_targets.json,5
234,soundscape_00234/soundscape_00234.wav,soundscape_00234/soundscape_00234.jams,soundscape_00234/soundscape_00234.txt,soundscape_00234/soundscape_00234_targets.json,7
235,soundscape_00235/soundscape_00235.wav,soundscape_00235/soundscape_00235.jams,soundscape_00235/soundscape_00235.txt,soundscape_00235/soundscape_00235_targets.json,9
236,soundscape_00236/soundscape_00236.wav,soundscape_00236/soundscape_00236.jams,soundscape_00236/soundscape_00236.txt,soundscape_00236/soundscape_00236_targets.json,8
237,soundscape_00237/soundscape_00237.wav,soundscape_00237/soundscape_00237.jams,soundscape_00237/soundscape_00237.txt,soundscape_00237/soundscape_00237_targets.json,9
238,soundscape_00238/soundscape_00238.wav,soundscape_00238/soundscape_00238.jams,soundscape_00238/soundscape_00238.txt,soundscape_00238/soundscape_00238_targets.json,8
239,soundscape_00239/soundscape_00239.wav,soundscape_00239/soundscape_00239.jams,soundscape_00239/soundscape_00239.txt,soundscape_00239/soundscape_00239_targets.json,9
240,soundscape_00240/soundscape_00240.wav,soundscape_00240/soundscape_00240.jams,soundscape_00240/soundscape_00240.txt,soundscape_00240/soundscape_00240_targets.json,10
241,soundscape_00241/soundscape_00241.wav,soundscape_00241/soundscape_00241.jams,soundscape_00241/soundscape_00241.txt,soundscape_00241/soundscape_00241_targets.json,7
242,soundscape_00242/soundscape_00242.wav,soundscape_00242/soundscape_00242.jams,soundscape_00242/soundscape_00242.txt,soundscape_00242/soundscape_00242_targets.json,9
243,soundscape_00243/soundscape_00243.wav,soundscape_00243/soundscape_00243.jams,soundscape_00243/soundscape_00243.txt,soundscape_00243/soundscape_00243_targets.json,10
244,soundscape_00244/soundscape_00244.wav,soundscape_00244/soundscape_00244.jams,soundscape_00244/soundscape_00244.txt,soundscape_00244/soundscape_00244_targets.json,10
245,soundscape_00245/soundscape_00245.wav,soundscape_00245/soundscape_00245.jams,soundscape_00245/soundscape_00245.txt,soundscape_00245/soundscape_00245_targets.json,10
246,soundscape_00246/soundscape_00246.wav,soundscape_00246/soundscape_00246.jams,soundscape_00246/soundscape_00246.txt,soundscape_00246/soundscape_00246_targets.json,9
247,soundscape_00247/soundscape_00247.wav,soundscape_00247/soundscape_00247.jams,soundscape_00247/soundscape_00247.txt,soundscape_00247/soundscape_00247_targets.json,6
248,soundscape_00248/soundscape_00248.wav,soundscape_00248/soundscape_00248.jams,soundscape_00248/soundscape_00248.txt,soundscape_00248/soundscape_00248_targets.json,8
249,soundscape_00249/soundscape_00249.wav,soundscape_00249/soundscape_00249.jams,soundscape_00249/soundscape_00249.txt,soundscape_00249/soundscape_00249_targets.json,9
250,soundscape_00250/soundscape_00250.wav,soundscape_00250/soundscape_00250.jams,soundscape_00250/soundscape_00250.txt,soundscape_00250/soundscape_00250_targets.json,7
251,soundscape_00251/soundscape_00251.wav,soundscape_00251/soundscape_00251.jams,soundscape_00251/soundscape_00251.txt,soundscape_00251/soundscape_00251_targets.json,5
252,soundscape_00252/soundscape_00252.wav,soundscape_00252/soundscape_00252.jams,soundscape_00252/soundscape_00252.txt,soundscape_00252/soundscape_00252_targets.json,10
253,soundscape_00253/soundscape_00253.wav,soundscape_00253/soundscape_00253.jams,soundscape_00253/soundscape_00253.txt,soundscape_00253/soundscape_00253_targets.json,8
254,soundscape_00254/soundscape_00254.wav,soundscape_00254/soundscape_00254.jams,soundscape_00254/soundscape_00254.txt,soundscape_00254/soundscape_00254_targets.json,6
255,soundscape_00255/soundscape_00255.wav,soundscape_00255/soundscape_00255.jams,soundscape_00255/soundscape_00255.txt,soundscape_00255/soundscape_00255_targets.json,6
256,soundscape_00256/soundscape_00256.wav,soundscape_00256/soundscape_00256.jams,soundscape_00256/soundscape_00256.txt,soundscape_00256/soundscape_00256_targets.json,7
257,soundscape_00257/soundscape_00257.wav,soundscape_00257/soundscape_00257.jams,soundscape_00257/soundscape_00257.txt,soundscape_00257/soundscape_00257_targets.json,9
258,soundscape_00258/soundscape_00258.wav,soundscape_00258/soundscape_00258.jams,soundscape_00258/soundscape_00258.txt,soundscape_00258/soundscape_00258_targets.json,8
259,soundscape_00259/soundscape_00259.wav,soundscape_00259/soundscape_00259.jams,soundscape_00259/soundscape_00259.txt,soundscape_00259/soundscape_00259_targets.json,6
260,soundscape_00260/soundscape_00260.wav,soundscape_00260/soundscape_00260.jams,soundscape_00260/soundscape_00260.txt,soundscape_00260/soundscape_00260_targets.json,10
261,soundscape_00261/soundscape_00261.wav,soundscape_00261/soundscape_00261.jams,soundscape_00261/soundscape_00261.txt,soundscape_00261/soundscape_00261_targets.json,7
262,soundscape_00262/soundscape_00262.wav,soundscape_00262/soundscape_00262.jams,soundscape_00262/soundscape_00262.txt,soundscape_00262/soundscape_00262_targets.json,9
263,soundscape_00263/soundscape_00263.wav,soundscape_00263/soundscape_00263.jams,soundscape_00263/soundscape_00263.txt,soundscape_00263/soundscape_00263_targets.json,10
264,soundscape_00264/soundscape_00264.wav,soundscape_00264/soundscape_00264.jams,soundscape_00264/soundscape_00264.txt,soundscape_00264/soundscape_00264_targets.json,5
265,soundscape_00265/soundscape_00265.wav,soundscape_00265/soundscape_00265.jams,soundscape_00265/soundscape_00265.txt,soundscape_00265/soundscape_00265_targets.json,9
266,soundscape_00266/soundscape_00266.wav,soundscape_00266/soundscape_00266.jams,soundscape_00266/soundscape_00266.txt,soundscape_00266/soundscape_00266_targets.json,7
267,soundscape_00267/soundscape_00267.wav,soundscape_00267/soundscape_00267.jams,soundscape_00267/soundscape_00267.txt,soundscape_00267/soundscape_00267_targets.json,8
268,soundscape_00268/soundscape_00268.wav,soundscape_00268/soundscape_00268.jams,soundscape_00268/soundscape_00268.txt,soundscape_00268/soundscape_00268_targets.json,9
269,soundscape_00269/soundscape_00269.wav,soundscape_00269/soundscape_00269.jams,soundscape_00269/soundscape_00269.txt,soundscape_00269/soundscape_00269_targets.json,10
270,soundscape_00270/soundscape_00270.wav,soundscape_00270/soundscape_00270.jams,soundscape_00270/soundscape_00270.txt,soundscape_00270/soundscape_00270_targets.json,8
271,soundscape_00271/soundscape_00271.wav,soundscape_00271/soundscape_00271.jams,soundscape_00271/soundscape_00271.txt,soundscape_00271/soundscape_00271_targets.json,10
272,soundscape_00272/soundscape_00272.wav,soundscape_00272/soundscape_00272.jams,soundscape_00272/soundscape_00272.txt,soundscape_00272/soundscape_00272_targets.json,5
273,soundscape_00273/soundscape_00273.wav,soundscape_00273/soundscape_00273.jams,soundscape_00273/soundscape_00273.txt,soundscape_00273/soundscape_00273_targets.json,5
274,soundscape_00274/soundscape_00274.wav,soundscape_00274/soundscape_00274.jams,soundscape_00274/soundscape_00274.txt,soundscape_00274/soundscape_00274_targets.json,8
275,soundscape_00275/soundscape_00275.wav,soundscape_00275/soundscape_00275.jams,soundscape_00275/soundscape_00275.txt,soundscape_00275/soundscape_00275_targets.json,6
276,soundscape_00276/soundscape_00276.wav,soundscape_00276/soundscape_00276.jams,soundscape_00276/soundscape_00276.txt,soundscape_00276/soundscape_00276_targets.json,8
277,soundscape_00277/soundscape_00277.wav,soundscape_00277/soundscape_00277.jams,soundscape_00277/soundscape_00277.txt,soundscape_00277/soundscape_00277_targets.json,5
278,soundscape_00278/soundscape_00278.wav,soundscape_00278/soundscape_00278.jams,soundscape_00278/soundscape_00278.txt,soundscape_00278/soundscape_00278_targets.json,8
279,soundscape_00279/soundscape_00279.wav,soundscape_00279/soundscape_00279.jams,soundscape_00279/soundscape_00279.txt,soundscape_00279/soundscape_00279_targets.json,8
280,soundscape_00280/soundscape_00280.wav,soundscape_00280/soundscape_00280.jams,soundscape_00280/soundscape_00280.txt,soundscape_00280/soundscape_00280_targets.json,7
281,soundscape_00281/soundscape_00281.wav,soundscape_00281/soundscape_00281.jams,soundscape_00281/soundscape_00281.txt,soundscape_00281/soundscape_00281_targets.json,8
282,soundscape_00282/soundscape_00282.wav,soundscape_00282/soundscape_00282.jams,soundscape_00282/soundscape_00282.txt,soundscape_00282/soundscape_00282_targets.json,9
283,soundscape_00283/soundscape_00283.wav,soundscape_00283/soundscape_00283.jams,soundscape_00283/soundscape_00283.txt,soundscape_00283/soundscape_00283_targets.json,5
284,soundscape_00284/soundscape_00284.wav,soundscape_00284/soundscape_00284.jams,soundscape_00284/soundscape_00284.txt,soundscape_00284/soundscape_00284_targets.json,6
285,soundscape_00285/soundscape_00285.wav,soundscape_00285/soundscape_00285.jams,soundscape_00285/soundscape_00285.txt,soundscape_00285/soundscape_00285_targets.json,9
286,soundscape_00286/soundscape_00286.wav,soundscape_00286/soundscape_00286.jams,soundscape_00286/soundscape_00286.txt,soundscape_00286/soundscape_00286_targets.json,6
287,soundscape_00287/soundscape_00287.wav,soundscape_00287/soundscape_00287.jams,soundscape_00287/soundscape_00287.txt,soundscape_00287/soundscape_00287_targets.json,10
288,soundscape_00288/soundscape_00288.wav,soundscape_00288/soundscape_00288.jams,soundscape_00288/soundscape_00288.txt,soundscape_00288/soundscape_00288_targets.json,6
289,soundscape_00289/soundscape_00289.wav,soundscape_00289/soundscape_00289.jams,soundscape_00289/soundscape_00289.txt,soundscape_00289/soundscape_00289_targets.json,8
290,soundscape_00290/soundscape_00290.wav,soundscape_00290/soundscape_00290.jams,soundscape_00290/soundscape_00290.txt,soundscape_00290/soundscape_00290_targets.json,6
291,soundscape_00291/soundscape_00291.wav,soundscape_00291/soundscape_00291.jams,soundscape_00291/soundscape_00291.txt,soundscape_00291/soundscape_00291_targets.json,5
292,soundscape_00292/soundscape_00292.wav,soundscape_00292/soundscape_00292.jams,soundscape_00292/soundscape_00292.txt,soundscape_00292/soundscape_00292_targets.json,10
293,soundscape_00293/soundscape_00293.wav,soundscape_00293/soundscape_00293.jams,soundscape_00293/soundscape_00293.txt,soundscape_00293/soundscape_00293_targets.json,5
294,soundscape_00294/soundscape_00294.wav,soundscape_00294/soundscape_00294.jams,soundscape_00294/soundscape_00294.txt,soundscape_00294/soundscape_00294_targets.json,5
295,soundscape_00295/soundscape_00295.wav,soundscape_00295/soundscape_00295.jams,soundscape_00295/soundscape_00295.txt,soundscape_00295/soundscape_00295_targets.json,6
296,soundscape_00296/soundscape_00296.wav,soundscape_00296/soundscape_00296.jams,soundscape_00296/soundscape_00296.txt,soundscape_00296/soundscape_00296_targets.json,5
297,soundscape_00297/soundscape_00297.wav,soundscape_00297/soundscape_00297.jams,soundscape_00297/soundscape_00297.txt,soundscape_00297/soundscape_00297_targets.json,6
298,soundscape_00298/soundscape_00298.wav,soundscape_00298/soundscape_00298.jams,soundscape_00298/soundscape_00298.txt,soundscape_00298/soundscape_00298_targets.json,7
299,soundscape_00299/soundscape_00299.wav,soundscape_00299/soundscape_00299.jams,soundscape_00299/soundscape_00299.txt,soundscape_00299/soundscape_00299_targets.json,9
300,soundscape_00300/soundscape_00300.wav,soundscape_00300/soundscape_00300.jams,soundscape_00300/soundscape_00300.txt,soundscape_00300/soundscape_00300_targets.json,5
301,soundscape_00301/soundscape_00301.wav,soundscape_00301/soundscape_00301.jams,soundscape_00301/soundscape_00301.txt,soundscape_00301/soundscape_00301_targets.json,6
302,soundscape_00302/soundscape_00302.wav,soundscape_00302/soundscape_00302.jams,soundscape_00302/soundscape_00302.txt,soundscape_00302/soundscape_00302_targets.json,9
303,soundscape_00303/soundscape_00303.wav,soundscape_00303/soundscape_00303.jams,soundscape_00303/soundscape_00303.txt,soundscape_00303/soundscape_00303_targets.json,7
304,soundscape_00304/soundscape_00304.wav,soundscape_00304/soundscape_00304.jams,soundscape_00304/soundscape_00304.txt,soundscape_00304/soundscape_00304_targets.json,9
305,soundscape_00305/soundscape_00305.wav,soundscape_00305/soundscape_00305.jams,soundscape_00305/soundscape_00305.txt,soundscape_00305/soundscape_00305_targets.json,6
306,soundscape_00306/soundscape_00306.wav,soundscape_00306/soundscape_00306.jams,soundscape_00306/soundscape_00306.txt,soundscape_00306/soundscape_00306_targets.json,9
307,soundscape_00307/soundscape_00307.wav,soundscape_00307/soundscape_00307.jams,soundscape_00307/soundscape_00307.txt,soundscape_00307/soundscape_00307_targets.json,10
308,soundscape_00308/soundscape_00308.wav,soundscape_00308/soundscape_00308.jams,soundscape_00308/soundscape_00308.txt,soundscape_00308/soundscape_00308_targets.json,8
309,soundscape_00309/soundscape_00309.wav,soundscape_00309/soundscape_00309.jams,soundscape_00309/soundscape_00309.txt,soundscape_00309/soundscape_00309_targets.json,8
310,soundscape_00310/soundscape_00310.wav,soundscape_00310/soundscape_00310.jams,soundscape_00310/soundscape_00310.txt,soundscape_00310/soundscape_00310_targets.json,5
311,soundscape_00311/soundscape_00311.wav,soundscape_00311/soundscape_00311.jams,soundscape_00311/soundscape_00311.txt,soundscape_00311/soundscape_00311_targets.json,7
312,soundscape_00312/soundscape_00312.wav,soundscape_00312/soundscape_00312.jams,soundscape_00312/soundscape_00312.txt,soundscape_00312/soundscape_00312_targets.json,5
313,soundscape_00313/soundscape_00313.wav,soundscape_00313/soundscape_00313.jams,soundscape_00313/soundscape_00313.txt,soundscape_00313/soundscape_00313_targets.json,6
314,soundscape_00314/soundscape_00314.wav,soundscape_00314/soundscape_00314.jams,soundscape_00314/soundscape_00314.txt,soundscape_00314/soundscape_00314_targets.json,7
315,soundscape_00315/soundscape_00315.wav,soundscape_00315/soundscape_00315.jams,soundscape_00315/soundscape_00315.txt,soundscape_00315/soundscape_00315_targets.json,8
316,soundscape_00316/soundscape_00316.wav,soundscape_00316/soundscape_00316.jams,soundscape_00316/soundscape_00316.txt,soundscape_00316/soundscape_00316_targets.json,5
317,soundscape_00317/soundscape_00317.wav,soundscape_00317/soundscape_00317.jams,soundscape_00317/soundscape_00317.txt,soundscape_00317/soundscape_00317_targets.json,6
318,soundscape_00318/soundscape_00318.wav,soundscape_00318/soundscape_00318.jams,soundscape_00318/soundscape_00318.txt,soundscape_00318/soundscape_00318_targets.json,5
319,soundscape_00319/soundscape_00319.wav,soundscape_00319/soundscape_00319.jams,soundscape_00319/soundscape_00319.txt,soundscape_00319/soundscape_00319_targets.json,10
320,soundscape_00320/soundscape_00320.wav,soundscape_00320/soundscape_00320.jams,soundscape_00320/soundscape_00320.txt,soundscape_00320/soundscape_00320_targets.json,6
321,soundscape_00321/soundscape_00321.wav,soundscape_00321/soundscape_00321.jams,soundscape_00321/soundscape_00321.txt,soundscape_00321/soundscape_00321_targets.json,7
322,soundscape_00322/soundscape_00322.wav,soundscape_00322/soundscape_00322.jams,soundscape_00322/soundscape_00322.txt,soundscape_00322/soundscape_00322_targets.json,5
323,soundscape_00323/soundscape_00323.wav,soundscape_00323/soundscape_00323.jams,soundscape_00323/soundscape_00323.txt,soundscape_00323/soundscape_00323_targets.json,9
324,soundscape_00324/soundscape_00324.wav,soundscape_00324/soundscape_00324.jams,soundscape_00324/soundscape_00324.txt,soundscape_00324/soundscape_00324_targets.json,7
325,soundscape_00325/soundscape_00325.wav,soundscape_00325/soundscape_00325.jams,soundscape_00325/soundscape_00325.txt,soundscape_00325/soundscape_00325_targets.json,5
326,soundscape_00326/soundscape_00326.wav,soundscape_00326/soundscape_00326.jams,soundscape_00326/soundscape_00326.txt,soundscape_00326/soundscape_00326_targets.json,6
327,soundscape_00327/soundscape_00327.wav,soundscape_00327/soundscape_00327.jams,soundscape_00327/soundscape_00327.txt,soundscape_00327/soundscape_00327_targets.json,7
328,soundscape_00328/soundscape_00328.wav,soundscape_00328/soundscape_00328.jams,soundscape_00328/soundscape_00328.txt,soundscape_00328/soundscape_00328_targets.json,6
329,soundscape_00329/soundscape_00329.wav,soundscape_00329/soundscape_00329.jams,soundscape_00329/soundscape_00329.txt,soundscape_00329/soundscape_00329_targets.json,9
330,soundscape_00330/soundscape_00330.wav,soundscape_00330/soundscape_00330.jams,soundscape_00330/soundscape_00330.txt,soundscape_00330/soundscape_00330_targets.json,8
331,soundscape_00331/soundscape_00331.wav,soundscape_00331/soundscape_00331.jams,soundscape_00331/soundscape_00331.txt,soundscape_00331/soundscape_00331_targets.json,5
332,soundscape_00332/soundscape_00332.wav,soundscape_00332/soundscape_00332.jams,soundscape_00332/soundscape_00332.txt,soundscape_00332/soundscape_00332_targets.json,7
333,soundscape_00333/soundscape_00333.wav,soundscape_00333/soundscape_00333.jams,soundscape_00333/soundscape_00333.txt,soundscape_00333/soundscape_00333_targets.json,6
334,soundscape_00334/soundscape_00334.wav,soundscape_00334/soundscape_00334.jams,soundscape_00334/soundscape_00334.txt,soundscape_00334/soundscape_00334_targets.json,8
335,soundscape_00335/soundscape_00335.wav,soundscape_00335/soundscape_00335.jams,soundscape_00335/soundscape_00335.txt,soundscape_00335/soundscape_00335_targets.json,5
336,soundscape_00336/soundscape_00336.wav,soundscape_00336/soundscape_00336.jams,soundscape_00336/soundscape_00336.txt,soundscape_00336/soundscape_00336_targets.json,7
337,soundscape_00337/soundscape_00337.wav,soundscape_00337/soundscape_00337.jams,soundscape_00337/soundscape_00337.txt,soundscape_00337/soundscape_00337_targets.json,6
338,soundscape_00338/soundscape_00338.wav,soundscape_00338/soundscape_00338.jams,soundscape_00338/soundscape_00338.txt,soundscape_00338/soundscape_00338_targets.json,8
339,soundscape_00339/soundscape_00339.wav,soundscape_00339/soundscape_00339.jams,soundscape_00339/soundscape_00339.txt,soundscape_00339/soundscape_00339_targets.json,5
